,iso2,year,sex,age,cases
20832,LT,1998,f,15-24,27
3766,LT,1998,m,15-24,38
23270,LT,1998,f,25-34,25
6204,LT,1998,m,25-34,77
25708,LT,1998,f,35-44,65
8642,LT,1998,m,35-44,165
28146,LT,1998,f,45-54,22
11080,LT,1998,m,45-54,163
30584,LT,1998,f,55-64,21
13518,LT,1998,m,55-64,81
33022,LT,1998,f,65+,46
15956,LT,1998,m,65+,57
18395,LT,1999,f,0-14,0
1329,LT,1999,m,0-14,0
20833,LT,1999,f,15-24,32
3767,LT,1999,m,15-24,42
23271,LT,1999,f,25-34,48
6205,LT,1999,m,25-34,90
25709,LT,1999,f,35-44,55
8643,LT,1999,m,35-44,153
28147,LT,1999,f,45-54,25
11081,LT,1999,m,45-54,22
30585,LT,1999,f,55-64,20
13519,LT,1999,m,55-64,91
33023,LT,1999,f,65+,40
15957,LT,1999,m,65+,67
18396,LT,2000,f,0-14,0
1330,LT,2000,m,0-14,1
20834,LT,2000,f,15-24,20
3768,LT,2000,m,15-24,38
23272,LT,2000,f,25-34,37
6206,LT,2000,m,25-34,97
25710,LT,2000,f,35-44,39
8644,LT,2000,m,35-44,145
28148,LT,2000,f,45-54,32
11082,LT,2000,m,45-54,155
30586,LT,2000,f,55-64,22
13520,LT,2000,m,55-64,74
33024,LT,2000,f,65+,48
15958,LT,2000,m,65+,68
18397,LT,2001,f,0-14,1
1331,LT,2001,m,0-14,0
20835,LT,2001,f,15-24,33
3769,LT,2001,m,15-24,35
23273,LT,2001,f,25-34,59
6207,LT,2001,m,25-34,112
25711,LT,2001,f,35-44,57
8645,LT,2001,m,35-44,197
28149,LT,2001,f,45-54,35
11083,LT,2001,m,45-54,155
30587,LT,2001,f,55-64,28
13521,LT,2001,m,55-64,88
33025,LT,2001,f,65+,59
15959,LT,2001,m,65+,76
18398,LT,2002,f,0-14,0
1332,LT,2002,m,0-14,1
20836,LT,2002,f,15-24,30
3770,LT,2002,m,15-24,24
23274,LT,2002,f,25-34,59
6208,LT,2002,m,25-34,95
25712,LT,2002,f,35-44,45
8646,LT,2002,m,35-44,176
28150,LT,2002,f,45-54,32
11084,LT,2002,m,45-54,142
30588,LT,2002,f,55-64,18
13522,LT,2002,m,55-64,88
33026,LT,2002,f,65+,52
15960,LT,2002,m,65+,59
18399,LT,2003,f,0-14,0
1333,LT,2003,m,0-14,1
20837,LT,2003,f,15-24,35
3771,LT,2003,m,15-24,35
23275,LT,2003,f,25-34,49
6209,LT,2003,m,25-34,116
25713,LT,2003,f,35-44,37
8647,LT,2003,m,35-44,175
28151,LT,2003,f,45-54,38
11085,LT,2003,m,45-54,174
30589,LT,2003,f,55-64,20
13523,LT,2003,m,55-64,107
33027,LT,2003,f,65+,50
15961,LT,2003,m,65+,60
18400,LT,2004,f,0-14,1
1334,LT,2004,m,0-14,0
20838,LT,2004,f,15-24,21
3772,LT,2004,m,15-24,39
23276,LT,2004,f,25-34,48
6210,LT,2004,m,25-34,100
25714,LT,2004,f,35-44,47
8648,LT,2004,m,35-44,161
28152,LT,2004,f,45-54,47
11086,LT,2004,m,45-54,173
30590,LT,2004,f,55-64,24
13524,LT,2004,m,55-64,92
33028,LT,2004,f,65+,32
15962,LT,2004,m,65+,71
18401,LT,2005,f,0-14,1
1335,LT,2005,m,0-14,0
20839,LT,2005,f,15-24,25
3773,LT,2005,m,15-24,42
23277,LT,2005,f,25-34,41
6211,LT,2005,m,25-34,118
25715,LT,2005,f,35-44,57
8649,LT,2005,m,35-44,186
28153,LT,2005,f,45-54,49
11087,LT,2005,m,45-54,187
30591,LT,2005,f,55-64,23
13525,LT,2005,m,55-64,108
33029,LT,2005,f,65+,54
15963,LT,2005,m,65+,67
18402,LT,2006,f,0-14,0
1336,LT,2006,m,0-14,0
20840,LT,2006,f,15-24,25
3774,LT,2006,m,15-24,38
23278,LT,2006,f,25-34,48
6212,LT,2006,m,25-34,120
25716,LT,2006,f,35-44,56
8650,LT,2006,m,35-44,207
28154,LT,2006,f,45-54,52
11088,LT,2006,m,45-54,211
30592,LT,2006,f,55-64,38
13526,LT,2006,m,55-64,107
33030,LT,2006,f,65+,53
15964,LT,2006,m,65+,74
18403,LT,2007,f,0-14,0
1337,LT,2007,m,0-14,0
20841,LT,2007,f,15-24,34
3775,LT,2007,m,15-24,31
23279,LT,2007,f,25-34,41
6213,LT,2007,m,25-34,77
25717,LT,2007,f,35-44,48
8651,LT,2007,m,35-44,165
28155,LT,2007,f,45-54,50
11089,LT,2007,m,45-54,235
30593,LT,2007,f,55-64,22
13527,LT,2007,m,55-64,109
33031,LT,2007,f,65+,37
15965,LT,2007,m,65+,76
18404,LT,2008,f,0-14,1
1338,LT,2008,m,0-14,0
20842,LT,2008,f,15-24,20
3776,LT,2008,m,15-24,39
23280,LT,2008,f,25-34,51
6214,LT,2008,m,25-34,110
25718,LT,2008,f,35-44,46
8652,LT,2008,m,35-44,162
28156,LT,2008,f,45-54,36
11090,LT,2008,m,45-54,182
30594,LT,2008,f,55-64,18
13528,LT,2008,m,55-64,104
33032,LT,2008,f,65+,44
15966,LT,2008,m,65+,71
18405,LU,1996,f,0-14,1
1339,LU,1996,m,0-14,0
20843,LU,1996,f,15-24,3
3777,LU,1996,m,15-24,5
23281,LU,1996,f,25-34,2
6215,LU,1996,m,25-34,3
25719,LU,1996,f,35-44,0
8653,LU,1996,m,35-44,4
28157,LU,1996,f,45-54,1
11091,LU,1996,m,45-54,2
30595,LU,1996,f,55-64,0
13529,LU,1996,m,55-64,3
33033,LU,1996,f,65+,3
15967,LU,1996,m,65+,2
18406,LU,1997,f,0-14,1
1340,LU,1997,m,0-14,1
20844,LU,1997,f,15-24,3
3778,LU,1997,m,15-24,2
23282,LU,1997,f,25-34,0
6216,LU,1997,m,25-34,2
25720,LU,1997,f,35-44,1
8654,LU,1997,m,35-44,7
28158,LU,1997,f,45-54,0
11092,LU,1997,m,45-54,3
30596,LU,1997,f,55-64,1
13530,LU,1997,m,55-64,2
33034,LU,1997,f,65+,5
15968,LU,1997,m,65+,3
18407,LU,1998,f,0-14,1
1341,LU,1998,m,0-14,0
20845,LU,1998,f,15-24,0
3779,LU,1998,m,15-24,3
23283,LU,1998,f,25-34,1
6217,LU,1998,m,25-34,6
25721,LU,1998,f,35-44,2
8655,LU,1998,m,35-44,7
28159,LU,1998,f,45-54,2
11093,LU,1998,m,45-54,4
30597,LU,1998,f,55-64,0
13531,LU,1998,m,55-64,2
33035,LU,1998,f,65+,2
15969,LU,1998,m,65+,0
18408,LU,2001,f,0-14,0
1342,LU,2001,m,0-14,0
20846,LU,2001,f,15-24,2
3780,LU,2001,m,15-24,0
23284,LU,2001,f,25-34,2
6218,LU,2001,m,25-34,1
25722,LU,2001,f,35-44,1
8656,LU,2001,m,35-44,0
28160,LU,2001,f,45-54,1
11094,LU,2001,m,45-54,0
30598,LU,2001,f,55-64,1
13532,LU,2001,m,55-64,0
33036,LU,2001,f,65+,2
15970,LU,2001,m,65+,2
18409,LU,2002,f,0-14,0
1343,LU,2002,m,0-14,0
20847,LU,2002,f,15-24,0
3781,LU,2002,m,15-24,0
23285,LU,2002,f,25-34,2
6219,LU,2002,m,25-34,1
25723,LU,2002,f,35-44,1
8657,LU,2002,m,35-44,3
28161,LU,2002,f,45-54,1
11095,LU,2002,m,45-54,3
30599,LU,2002,f,55-64,1
13533,LU,2002,m,55-64,2
33037,LU,2002,f,65+,2
15971,LU,2002,m,65+,1
18410,LU,2003,f,0-14,0
1344,LU,2003,m,0-14,0
20848,LU,2003,f,15-24,2
3782,LU,2003,m,15-24,2
23286,LU,2003,f,25-34,1
6220,LU,2003,m,25-34,10
25724,LU,2003,f,35-44,1
8658,LU,2003,m,35-44,7
28162,LU,2003,f,45-54,0
11096,LU,2003,m,45-54,1
30600,LU,2003,f,55-64,0
13534,LU,2003,m,55-64,2
33038,LU,2003,f,65+,0
15972,LU,2003,m,65+,2
18411,LU,2004,f,0-14,0
1345,LU,2004,m,0-14,0
20849,LU,2004,f,15-24,0
3783,LU,2004,m,15-24,1
23287,LU,2004,f,25-34,5
6221,LU,2004,m,25-34,0
25725,LU,2004,f,35-44,5
8659,LU,2004,m,35-44,4
28163,LU,2004,f,45-54,0
11097,LU,2004,m,45-54,3
30601,LU,2004,f,55-64,0
13535,LU,2004,m,55-64,1
33039,LU,2004,f,65+,0
15973,LU,2004,m,65+,1
18412,LU,2005,f,0-14,0
1346,LU,2005,m,0-14,0
20850,LU,2005,f,15-24,0
3784,LU,2005,m,15-24,0
23288,LU,2005,f,25-34,2
6222,LU,2005,m,25-34,2
25726,LU,2005,f,35-44,1
8660,LU,2005,m,35-44,2
28164,LU,2005,f,45-54,1
11098,LU,2005,m,45-54,1
30602,LU,2005,f,55-64,1
13536,LU,2005,m,55-64,1
33040,LU,2005,f,65+,0
15974,LU,2005,m,65+,2
18413,LU,2006,f,0-14,0
1347,LU,2006,m,0-14,0
20851,LU,2006,f,15-24,2
3785,LU,2006,m,15-24,0
23289,LU,2006,f,25-34,3
6223,LU,2006,m,25-34,3
25727,LU,2006,f,35-44,2
8661,LU,2006,m,35-44,2
28165,LU,2006,f,45-54,0
11099,LU,2006,m,45-54,3
30603,LU,2006,f,55-64,1
13537,LU,2006,m,55-64,2
33041,LU,2006,f,65+,1
15975,LU,2006,m,65+,3
18414,LU,2007,f,0-14,0
1348,LU,2007,m,0-14,0
20852,LU,2007,f,15-24,0
3786,LU,2007,m,15-24,0
23290,LU,2007,f,25-34,0
6224,LU,2007,m,25-34,0
25728,LU,2007,f,35-44,0
8662,LU,2007,m,35-44,1
28166,LU,2007,f,45-54,0
11100,LU,2007,m,45-54,0
30604,LU,2007,f,55-64,0
13538,LU,2007,m,55-64,0
33042,LU,2007,f,65+,0
15976,LU,2007,m,65+,0
18415,LU,2008,f,0-14,0
1349,LU,2008,m,0-14,0
20853,LU,2008,f,15-24,0
3787,LU,2008,m,15-24,0
23291,LU,2008,f,25-34,0
6225,LU,2008,m,25-34,0
25729,LU,2008,f,35-44,0
8663,LU,2008,m,35-44,0
28167,LU,2008,f,45-54,0
11101,LU,2008,m,45-54,0
30605,LU,2008,f,55-64,0
13539,LU,2008,m,55-64,0
33043,LU,2008,f,65+,0
15977,LU,2008,m,65+,0
18416,LV,1995,f,0-14,0
1350,LV,1995,m,0-14,0
20854,LV,1995,f,15-24,22
3788,LV,1995,m,15-24,20
23292,LV,1995,f,25-34,49
6226,LV,1995,m,25-34,44
25730,LV,1995,f,35-44,55
8664,LV,1995,m,35-44,71
28168,LV,1995,f,45-54,47
11102,LV,1995,m,45-54,70
30606,LV,1995,f,55-64,27
13540,LV,1995,m,55-64,40
33044,LV,1995,f,65+,29
15978,LV,1995,m,65+,30
18417,LV,1996,f,0-14,0
1351,LV,1996,m,0-14,0
20855,LV,1996,f,15-24,32
3789,LV,1996,m,15-24,28
23293,LV,1996,f,25-34,39
6227,LV,1996,m,25-34,69
25731,LV,1996,f,35-44,31
8665,LV,1996,m,35-44,130
28169,LV,1996,f,45-54,22
11103,LV,1996,m,45-54,89
30607,LV,1996,f,55-64,10
13541,LV,1996,m,55-64,67
33045,LV,1996,f,65+,16
15979,LV,1996,m,65+,42
18418,LV,1997,f,0-14,1
1352,LV,1997,m,0-14,0
20856,LV,1997,f,15-24,27
3790,LV,1997,m,15-24,47
23294,LV,1997,f,25-34,22
6228,LV,1997,m,25-34,109
25732,LV,1997,f,35-44,37
8666,LV,1997,m,35-44,145
28170,LV,1997,f,45-54,20
11104,LV,1997,m,45-54,106
30608,LV,1997,f,55-64,16
13542,LV,1997,m,55-64,61
33046,LV,1997,f,65+,14
15980,LV,1997,m,65+,29
18419,LV,1998,f,0-14,1
1353,LV,1998,m,0-14,0
20857,LV,1998,f,15-24,24
3791,LV,1998,m,15-24,58
23295,LV,1998,f,25-34,45
6229,LV,1998,m,25-34,105
25733,LV,1998,f,35-44,26
8667,LV,1998,m,35-44,129
28171,LV,1998,f,45-54,23
11105,LV,1998,m,45-54,121
30609,LV,1998,f,55-64,15
13543,LV,1998,m,55-64,68
33047,LV,1998,f,65+,18
15981,LV,1998,m,65+,35
18420,LV,1999,f,0-14,2
1354,LV,1999,m,0-14,1
20858,LV,1999,f,15-24,28
3792,LV,1999,m,15-24,48
23296,LV,1999,f,25-34,24
6230,LV,1999,m,25-34,87
25734,LV,1999,f,35-44,40
8668,LV,1999,m,35-44,110
28172,LV,1999,f,45-54,29
11106,LV,1999,m,45-54,103
30610,LV,1999,f,55-64,11
13544,LV,1999,m,55-64,57
33048,LV,1999,f,65+,18
15982,LV,1999,m,65+,30
18421,LV,2000,f,0-14,2
1355,LV,2000,m,0-14,0
20859,LV,2000,f,15-24,25
3793,LV,2000,m,15-24,53
23297,LV,2000,f,25-34,41
6231,LV,2000,m,25-34,106
25735,LV,2000,f,35-44,27
8669,LV,2000,m,35-44,124
28173,LV,2000,f,45-54,28
11107,LV,2000,m,45-54,111
30611,LV,2000,f,55-64,7
13545,LV,2000,m,55-64,64
33049,LV,2000,f,65+,15
15983,LV,2000,m,65+,34
18422,LV,2001,f,0-14,2
1356,LV,2001,m,0-14,0
20860,LV,2001,f,15-24,24
3794,LV,2001,m,15-24,48
23298,LV,2001,f,25-34,33
6232,LV,2001,m,25-34,109
25736,LV,2001,f,35-44,41
8670,LV,2001,m,35-44,138
28174,LV,2001,f,45-54,31
11108,LV,2001,m,45-54,101
30612,LV,2001,f,55-64,18
13546,LV,2001,m,55-64,64
33050,LV,2001,f,65+,20
15984,LV,2001,m,65+,32
18423,LV,2002,f,0-14,0
1357,LV,2002,m,0-14,0
20861,LV,2002,f,15-24,37
3795,LV,2002,m,15-24,32
23299,LV,2002,f,25-34,42
6233,LV,2002,m,25-34,98
25737,LV,2002,f,35-44,37
8671,LV,2002,m,35-44,123
28175,LV,2002,f,45-54,23
11109,LV,2002,m,45-54,121
30613,LV,2002,f,55-64,11
13547,LV,2002,m,55-64,64
33051,LV,2002,f,65+,22
15985,LV,2002,m,65+,26
18424,LV,2003,f,0-14,0
1358,LV,2003,m,0-14,0
20862,LV,2003,f,15-24,31
3796,LV,2003,m,15-24,36
23300,LV,2003,f,25-34,42
6234,LV,2003,m,25-34,74
25738,LV,2003,f,35-44,42
8672,LV,2003,m,35-44,141
28176,LV,2003,f,45-54,35
11110,LV,2003,m,45-54,106
30614,LV,2003,f,55-64,17
13548,LV,2003,m,55-64,59
33052,LV,2003,f,65+,26
15986,LV,2003,m,65+,32
18425,LV,2004,f,0-14,2
1359,LV,2004,m,0-14,0
20863,LV,2004,f,15-24,29
3797,LV,2004,m,15-24,30
23301,LV,2004,f,25-34,32
6235,LV,2004,m,25-34,74
25739,LV,2004,f,35-44,36
8673,LV,2004,m,35-44,119
28177,LV,2004,f,45-54,29
11111,LV,2004,m,45-54,109
30615,LV,2004,f,55-64,12
13549,LV,2004,m,55-64,53
33053,LV,2004,f,65+,19
15987,LV,2004,m,65+,38
18426,LV,2005,f,0-14,0
1360,LV,2005,m,0-14,1
20864,LV,2005,f,15-24,17
3798,LV,2005,m,15-24,22
23302,LV,2005,f,25-34,31
6236,LV,2005,m,25-34,71
25740,LV,2005,f,35-44,31
8674,LV,2005,m,35-44,104
28178,LV,2005,f,45-54,23
11112,LV,2005,m,45-54,117
30616,LV,2005,f,55-64,18
13550,LV,2005,m,55-64,55
33054,LV,2005,f,65+,12
15988,LV,2005,m,65+,34
18427,LV,2006,f,0-14,0
1361,LV,2006,m,0-14,2
20865,LV,2006,f,15-24,17
3799,LV,2006,m,15-24,27
23303,LV,2006,f,25-34,27
6237,LV,2006,m,25-34,78
25741,LV,2006,f,35-44,33
8675,LV,2006,m,35-44,82
28179,LV,2006,f,45-54,28
11113,LV,2006,m,45-54,105
30617,LV,2006,f,55-64,9
13551,LV,2006,m,55-64,51
33055,LV,2006,f,65+,13
15989,LV,2006,m,65+,26
18428,LV,2007,f,0-14,1
1362,LV,2007,m,0-14,0
20866,LV,2007,f,15-24,18
3800,LV,2007,m,15-24,33
23304,LV,2007,f,25-34,27
6238,LV,2007,m,25-34,65
25742,LV,2007,f,35-44,32
8676,LV,2007,m,35-44,93
28180,LV,2007,f,45-54,18
11114,LV,2007,m,45-54,102
30618,LV,2007,f,55-64,12
13552,LV,2007,m,55-64,49
33056,LV,2007,f,65+,9
15990,LV,2007,m,65+,19
18429,LV,2008,f,0-14,0
1363,LV,2008,m,0-14,0
20867,LV,2008,f,15-24,11
3801,LV,2008,m,15-24,28
23305,LV,2008,f,25-34,23
6239,LV,2008,m,25-34,54
25743,LV,2008,f,35-44,26
8677,LV,2008,m,35-44,71
28181,LV,2008,f,45-54,21
11115,LV,2008,m,45-54,71
30619,LV,2008,f,55-64,9
13553,LV,2008,m,55-64,47
33057,LV,2008,f,65+,12
15991,LV,2008,m,65+,27
18430,LY,1995,f,0-14,5
1364,LY,1995,m,0-14,2
20868,LY,1995,f,15-24,34
3802,LY,1995,m,15-24,112
23306,LY,1995,f,25-34,31
6240,LY,1995,m,25-34,212
25744,LY,1995,f,35-44,19
8678,LY,1995,m,35-44,78
28182,LY,1995,f,45-54,20
11116,LY,1995,m,45-54,46
30620,LY,1995,f,55-64,13
13554,LY,1995,m,55-64,22
33058,LY,1995,f,65+,11
15992,LY,1995,m,65+,21
18431,LY,1996,f,0-14,4
1365,LY,1996,m,0-14,4
20869,LY,1996,f,15-24,30
3803,LY,1996,m,15-24,93
23307,LY,1996,f,25-34,35
6241,LY,1996,m,25-34,142
25745,LY,1996,f,35-44,17
8679,LY,1996,m,35-44,82
28183,LY,1996,f,45-54,10
11117,LY,1996,m,45-54,31
30621,LY,1996,f,55-64,9
13555,LY,1996,m,55-64,28
33059,LY,1996,f,65+,11
15993,LY,1996,m,65+,19
18432,LY,1999,f,0-14,6
1366,LY,1999,m,0-14,2
20870,LY,1999,f,15-24,43
3804,LY,1999,m,15-24,110
23308,LY,1999,f,25-34,59
6242,LY,1999,m,25-34,257
25746,LY,1999,f,35-44,25
8680,LY,1999,m,35-44,115
28184,LY,1999,f,45-54,15
11118,LY,1999,m,45-54,53
30622,LY,1999,f,55-64,14
13556,LY,1999,m,55-64,36
33060,LY,1999,f,65+,27
15994,LY,1999,m,65+,33
18433,LY,2000,f,0-14,6
1367,LY,2000,m,0-14,5
20871,LY,2000,f,15-24,43
3805,LY,2000,m,15-24,101
23309,LY,2000,f,25-34,35
6243,LY,2000,m,25-34,239
25747,LY,2000,f,35-44,24
8681,LY,2000,m,35-44,86
28185,LY,2000,f,45-54,24
11119,LY,2000,m,45-54,36
30623,LY,2000,f,55-64,16
13557,LY,2000,m,55-64,29
33061,LY,2000,f,65+,22
15995,LY,2000,m,65+,32
18434,LY,2003,f,0-14,4
1368,LY,2003,m,0-14,0
20872,LY,2003,f,15-24,43
3806,LY,2003,m,15-24,108
23310,LY,2003,f,25-34,28
6244,LY,2003,m,25-34,266
25748,LY,2003,f,35-44,30
8682,LY,2003,m,35-44,142
28186,LY,2003,f,45-54,25
11120,LY,2003,m,45-54,32
30624,LY,2003,f,55-64,21
13558,LY,2003,m,55-64,25
33062,LY,2003,f,65+,21
15996,LY,2003,m,65+,19
18435,LY,2004,f,0-14,1
1369,LY,2004,m,0-14,5
20873,LY,2004,f,15-24,44
3807,LY,2004,m,15-24,113
23311,LY,2004,f,25-34,50
6245,LY,2004,m,25-34,310
25749,LY,2004,f,35-44,20
8683,LY,2004,m,35-44,173
28187,LY,2004,f,45-54,23
11121,LY,2004,m,45-54,53
30625,LY,2004,f,55-64,13
13559,LY,2004,m,55-64,24
33063,LY,2004,f,65+,23
15997,LY,2004,m,65+,20
18436,LY,2005,f,0-14,8
1370,LY,2005,m,0-14,2
20874,LY,2005,f,15-24,36
3808,LY,2005,m,15-24,114
23312,LY,2005,f,25-34,36
6246,LY,2005,m,25-34,293
25750,LY,2005,f,35-44,35
8684,LY,2005,m,35-44,168
28188,LY,2005,f,45-54,21
11122,LY,2005,m,45-54,52
30626,LY,2005,f,55-64,21
13560,LY,2005,m,55-64,19
33064,LY,2005,f,65+,20
15998,LY,2005,m,65+,35
18437,LY,2006,f,0-14,8
1371,LY,2006,m,0-14,1
20875,LY,2006,f,15-24,55
3809,LY,2006,m,15-24,98
23313,LY,2006,f,25-34,34
6247,LY,2006,m,25-34,247
25751,LY,2006,f,35-44,24
8685,LY,2006,m,35-44,150
28189,LY,2006,f,45-54,10
11123,LY,2006,m,45-54,49
30627,LY,2006,f,55-64,12
13561,LY,2006,m,55-64,23
33065,LY,2006,f,65+,11
15999,LY,2006,m,65+,23
18438,LY,2007,f,0-14,4
1372,LY,2007,m,0-14,2
20876,LY,2007,f,15-24,23
3810,LY,2007,m,15-24,61
23314,LY,2007,f,25-34,17
6248,LY,2007,m,25-34,143
25752,LY,2007,f,35-44,12
8686,LY,2007,m,35-44,78
28190,LY,2007,f,45-54,8
11124,LY,2007,m,45-54,26
30628,LY,2007,f,55-64,7
13562,LY,2007,m,55-64,12
33066,LY,2007,f,65+,11
16000,LY,2007,m,65+,10
18439,LY,2008,f,0-14,6
1373,LY,2008,m,0-14,2
20877,LY,2008,f,15-24,56
3811,LY,2008,m,15-24,116
23315,LY,2008,f,25-34,35
6249,LY,2008,m,25-34,298
25753,LY,2008,f,35-44,22
8687,LY,2008,m,35-44,162
28191,LY,2008,f,45-54,20
11125,LY,2008,m,45-54,85
30629,LY,2008,f,55-64,9
13563,LY,2008,m,55-64,24
33067,LY,2008,f,65+,17
16001,LY,2008,m,65+,19
18440,MA,1995,f,0-14,191
1374,MA,1995,m,0-14,142
20878,MA,1995,f,15-24,1708
3812,MA,1995,m,15-24,2508
23316,MA,1995,f,25-34,1288
6250,MA,1995,m,25-34,2872
25754,MA,1995,f,35-44,703
8688,MA,1995,m,35-44,1737
28192,MA,1995,f,45-54,461
11126,MA,1995,m,45-54,819
30630,MA,1995,f,55-64,317
13564,MA,1995,m,55-64,573
33068,MA,1995,f,65+,299
16002,MA,1995,m,65+,553
18441,MA,1996,f,0-14,217
1375,MA,1996,m,0-14,118
20879,MA,1996,f,15-24,1697
3813,MA,1996,m,15-24,2618
23317,MA,1996,f,25-34,1300
6251,MA,1996,m,25-34,2844
25755,MA,1996,f,35-44,677
8689,MA,1996,m,35-44,1721
28193,MA,1996,f,45-54,437
11127,MA,1996,m,45-54,772
30631,MA,1996,f,55-64,400
13565,MA,1996,m,55-64,602
33069,MA,1996,f,65+,292
16003,MA,1996,m,65+,583
18442,MA,1997,f,0-14,238
1376,MA,1997,m,0-14,119
20880,MA,1997,f,15-24,1799
3814,MA,1997,m,15-24,2328
23318,MA,1997,f,25-34,1331
6252,MA,1997,m,25-34,2891
25756,MA,1997,f,35-44,745
8690,MA,1997,m,35-44,1659
28194,MA,1997,f,45-54,416
11128,MA,1997,m,45-54,761
30632,MA,1997,f,55-64,424
13566,MA,1997,m,55-64,591
33070,MA,1997,f,65+,275
16004,MA,1997,m,65+,557
18443,MA,1998,f,0-14,182
1377,MA,1998,m,0-14,116
20881,MA,1998,f,15-24,1600
3815,MA,1998,m,15-24,2308
23319,MA,1998,f,25-34,1150
6253,MA,1998,m,25-34,2573
25757,MA,1998,f,35-44,679
8691,MA,1998,m,35-44,1744
28195,MA,1998,f,45-54,412
11129,MA,1998,m,45-54,843
30633,MA,1998,f,55-64,402
13567,MA,1998,m,55-64,560
33071,MA,1998,f,65+,330
16005,MA,1998,m,65+,527
18444,MA,1999,f,0-14,156
1378,MA,1999,m,0-14,78
20882,MA,1999,f,15-24,1654
3816,MA,1999,m,15-24,2296
23320,MA,1999,f,25-34,1143
6254,MA,1999,m,25-34,2696
25758,MA,1999,f,35-44,691
8692,MA,1999,m,35-44,1641
28196,MA,1999,f,45-54,446
11130,MA,1999,m,45-54,815
30634,MA,1999,f,55-64,351
13568,MA,1999,m,55-64,559
33072,MA,1999,f,65+,332
16006,MA,1999,m,65+,562
18445,MA,2000,f,0-14,170
1379,MA,2000,m,0-14,99
20883,MA,2000,f,15-24,1530
3817,MA,2000,m,15-24,2061
23321,MA,2000,f,25-34,1121
6255,MA,2000,m,25-34,2423
25759,MA,2000,f,35-44,672
8693,MA,2000,m,35-44,1705
28197,MA,2000,f,45-54,398
11131,MA,2000,m,45-54,855
30635,MA,2000,f,55-64,406
13569,MA,2000,m,55-64,485
33073,MA,2000,f,65+,352
16007,MA,2000,m,65+,595
18446,MA,2001,f,0-14,156
1380,MA,2001,m,0-14,85
20884,MA,2001,f,15-24,1477
3818,MA,2001,m,15-24,2200
23322,MA,2001,f,25-34,1046
6256,MA,2001,m,25-34,2256
25760,MA,2001,f,35-44,596
8694,MA,2001,m,35-44,1731
28198,MA,2001,f,45-54,402
11132,MA,2001,m,45-54,929
30636,MA,2001,f,55-64,399
13570,MA,2001,m,55-64,561
33074,MA,2001,f,65+,360
16008,MA,2001,m,65+,606
18447,MA,2002,f,0-14,144
1381,MA,2002,m,0-14,79
20885,MA,2002,f,15-24,1483
3819,MA,2002,m,15-24,2190
23323,MA,2002,f,25-34,1088
6257,MA,2002,m,25-34,2341
25761,MA,2002,f,35-44,713
8695,MA,2002,m,35-44,1647
28199,MA,2002,f,45-54,443
11133,MA,2002,m,45-54,941
30637,MA,2002,f,55-64,357
13571,MA,2002,m,55-64,525
33075,MA,2002,f,65+,386
16009,MA,2002,m,65+,577
18448,MA,2003,f,0-14,168
1382,MA,2003,m,0-14,91
20886,MA,2003,f,15-24,1455
3820,MA,2003,m,15-24,2225
23324,MA,2003,f,25-34,1029
6258,MA,2003,m,25-34,2347
25762,MA,2003,f,35-44,633
8696,MA,2003,m,35-44,1667
28200,MA,2003,f,45-54,431
11134,MA,2003,m,45-54,1004
30638,MA,2003,f,55-64,366
13572,MA,2003,m,55-64,525
33076,MA,2003,f,65+,351
16010,MA,2003,m,65+,550
18449,MA,2004,f,0-14,149
1383,MA,2004,m,0-14,68
20887,MA,2004,f,15-24,1196
3821,MA,2004,m,15-24,2081
23325,MA,2004,f,25-34,981
6259,MA,2004,m,25-34,2397
25763,MA,2004,f,35-44,517
8697,MA,2004,m,35-44,1676
28201,MA,2004,f,45-54,373
11135,MA,2004,m,45-54,1114
30639,MA,2004,f,55-64,331
13573,MA,2004,m,55-64,533
33077,MA,2004,f,65+,325
16011,MA,2004,m,65+,539
18450,MA,2005,f,0-14,167
1384,MA,2005,m,0-14,79
20888,MA,2005,f,15-24,1330
3822,MA,2005,m,15-24,2222
23326,MA,2005,f,25-34,943
6260,MA,2005,m,25-34,2515
25764,MA,2005,f,35-44,546
8698,MA,2005,m,35-44,1583
28202,MA,2005,f,45-54,403
11136,MA,2005,m,45-54,1057
30640,MA,2005,f,55-64,343
13574,MA,2005,m,55-64,580
33078,MA,2005,f,65+,398
16012,MA,2005,m,65+,591
18451,MA,2006,f,0-14,155
1385,MA,2006,m,0-14,73
20889,MA,2006,f,15-24,1273
3823,MA,2006,m,15-24,2104
23327,MA,2006,f,25-34,1025
6261,MA,2006,m,25-34,2373
25765,MA,2006,f,35-44,597
8699,MA,2006,m,35-44,1498
28203,MA,2006,f,45-54,426
11137,MA,2006,m,45-54,1036
30641,MA,2006,f,55-64,335
13575,MA,2006,m,55-64,527
33079,MA,2006,f,65+,307
16013,MA,2006,m,65+,551
18452,MA,2007,f,0-14,123
1386,MA,2007,m,0-14,74
20890,MA,2007,f,15-24,1177
3824,MA,2007,m,15-24,2098
23328,MA,2007,f,25-34,837
6262,MA,2007,m,25-34,2370
25766,MA,2007,f,35-44,444
8700,MA,2007,m,35-44,1545
28204,MA,2007,f,45-54,354
11138,MA,2007,m,45-54,1165
30642,MA,2007,f,55-64,306
13576,MA,2007,m,55-64,545
33080,MA,2007,f,65+,370
16014,MA,2007,m,65+,529
18453,MA,2008,f,0-14,124
